carat,cut,color,clarity,depth,table,price,x,y,z,volume,ratio_xy,ratio_xz,ratio_yz
0.3542926044566355,Very Good,G,VVS1,61.84409821500302,54.993585048486906,872,4.192208695765149,4.405437370863403,2.7740897417143184,58.89590292127993,0.9948264154589352,1.6059165520377232,1.609778351046311
0.4927477167730441,Good,G,VS2,63.453029890459526,56.99885148399275,1020,5.14023954423844,5.032887675455068,3.313696429576901,80.85580993500152,0.9969125264321733,1.5955297773604844,1.5311129482014083
1.0067785887447707,Ideal,D,VS1,62.91347292145711,53.86421876468075,5698,6.630061250134557,6.916895296979055,4.047290537332614,173.73141365290758,1.0048539031782586,1.595276684314929,1.5821162553267667
0.49392400887683924,Very Good,G,VS1,60.85911487387001,58.00207081745136,2036,5.183649396871913,5.345747409886937,3.0601965328077028,84.27035193888838,0.991931690575757,1.6478666986994617,1.6648363679325056
1.0139487518588308,Very Good,E,VS2,62.09770592949886,57.98938457181077,4394,6.429482653312829,6.619360837500474,4.072652476229987,167.47615092245073,0.9851161310138105,1.6079190365688314,1.6173495937304039
0.3753102224910709,Good,D,SI1,58.64809744004005,62.34362984202018,1096,4.656286895094537,4.8376976974176955,2.7652453207259016,62.37876103516165,1.009547304412578,1.7555079312110256,1.6903762126234356
1.45951190440913,Good,F,SI2,59.69586870339464,61.01427629492035,4631,7.397643278873881,6.285565203505905,4.495872816684023,166.37801948333447,0.9902901875799907,1.6549103535673215,1.6853933179280793
1.5487096453629703,Premium,G,VVS2,59.795432084143606,57.99539490821847,11569,7.337052695815994,7.733539787691583,4.154826319786683,271.3235830635645,0.9927414251695306,1.6573639340356847,1.633917415565298
0.5438019351062763,Ideal,H,VVS1,61.89234614996505,56.00146516111751,1626,5.304693647902299,5.29186339706566,3.191258892350247,96.50041503644218,0.9961534864027337,1.625003086076729,1.6507111250845405
0.38442729124809477,Very Good,E,SI1,62.23203987841656,56.98302177859179,691,4.613637609385024,4.7536118750928065,3.0073439818166188,67.57463553859235,0.994593117966315,1.5701251955604933,1.6012986969022989
1.0498007633736568,Premium,E,I1,63.22675350603555,58.002703163784965,2634,6.210704883860934,6.424130060598579,3.8377768831033108,140.136721206485,0.9952860511062506,1.5847381064828572,1.565433559760718
0.9998222995162871,Good,H,SI2,63.60124674564014,54.97300061449209,6894,6.649977368014923,4.610353031999083,2.9545732764837482,161.1115704874269,1.0111379623381156,1.5764075965591842,1.5631836517898257
0.3978319332901481,Premium,E,SI2,61.25539309058201,58.00142468131368,898,4.7704922857219465,4.800500562529341,2.694264894833837,66.49183808257409,1.0087949705786705,1.6452612983999482,1.6253841374213955
0.2892416131150832,Very Good,F,VVS1,61.124107207578994,58.00853776849533,5461,4.18264391396311,4.300499355825711,2.549354903570236,52.11761717857194,0.9909081740923079,1.6107184884410917,1.6378921601548972
1.55991782228742,Fair,I,SI2,65.37609456010726,54.98736060375883,5300,7.434828477353998,7.4751455566194025,4.558996925549805,241.01466261507633,1.0118705345138057,1.5829561059293136,1.5301902466762625
1.573747822820034,Ideal,D,I1,62.84450270017517,56.00445800648626,6272,7.410483834024831,6.596428842333602,4.608566343322157,169.35568420852516,1.0112595135477915,1.5883227601459027,1.542776335628068
0.5357644562246855,Good,E,SI1,63.48192140861137,60.51976862747143,948,5.031243603846612,4.719853602750836,2.9306939747241194,62.498503474408,0.997352982523501,1.5694065031395552,1.5982511341208954
0.7253143652312419,Premium,D,SI1,63.141293044017615,60.01060964470353,3174,6.431328768727672,5.699588050177172,3.5532035471882577,108.36259774384745,1.0108330624893165,1.58865526794295,1.5565276665932353
0.41902787851577983,Ideal,G,IF,61.66600425555039,55.00173431878833,744,4.759554818474742,4.8231295105261545,3.0224191331018373,65.99587627338842,1.0103118115097354,1.6077420991549418,1.5968702921508287
0.8908493898578234,Fair,D,I1,60.17697328790843,62.737453633359074,3142,6.0926714015012235,6.462042386703981,3.8150947055850066,135.9050033318557,1.0429885781074544,1.786114663523378,1.661506648388415
